rows,positives,negative_rows,average_precision,roc_auc,precision,recall,f1,brier_loss,threshold,true_negative,false_positive,false_negative,true_positive,strategy,ratio,class_weight_multiplier,threshold_source,positive_file_recall,healthy_file_false_alarm,selection_score,selected
171095,420,170675,0.9532646239147157,0.9994345421191767,0.9556650246305419,0.9238095238095239,0.9394673123486683,0.00030392855472530494,0.0122776179980504,170657,18,32,388,oversample_30,0.3,1.0,out_of_fold_development_scores,1.0,0.1111111111111111,1.2310424016924935,1
171095,420,170675,0.9466874457510168,0.9990180724992502,0.9607843137254902,0.9333333333333333,0.9468599033816425,0.00022976388151024784,0.11211515835733595,170659,16,28,392,oversample_20,0.2,1.0,out_of_fold_development_scores,1.0,0.1111111111111111,1.2244652235287947,0
171095,420,170675,0.6372263708613602,0.890265367901958,0.7862232779097387,0.7880952380952381,0.7871581450653984,0.00111937928057062,0.6829941781133275,170585,90,89,331,weighted,,1.0,out_of_fold_development_scores,1.0,0.2222222222222222,0.8927819264169158,0
171095,420,170675,0.6372263708613602,0.890265367901958,0.7862232779097387,0.7880952380952381,0.7871581450653984,0.00111937928057062,0.6829941781133275,170585,90,89,331,weighted_plus,,1.35,out_of_fold_development_scores,1.0,0.2222222222222222,0.8927819264169158,0
