rows,positives,negative_rows,average_precision,roc_auc,precision,recall,f1,brier_loss,threshold,true_negative,false_positive,false_negative,true_positive,model_family,folds,threshold_source,validation_unit
171095,420,170675,0.7002164863656304,0.9719680191396904,0.7822222222222223,0.8380952380952381,0.8091954022988506,0.0010416149594209725,0.6860432710845183,170577,98,68,352,hist_gradient_boosting,5,out_of_fold_development_scores,file_family_group
